ANTID,Unnamed: 0,TNS_Name,Spec_Class,Superphot_Class,Superphot_Class_Prob
ANT20242mfnem6g8vkx,,2024goz,---,SN Ibc,0.267
ANT2024ldumjqx0zi6p,,2024gal,---,SN Ibc,0.245
ANT2024tal7fotyj7lm,,No TNS,---,SN Ibc,0.317
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.524
ANT2024o7tn3y27eei1,,2024gbb,---,SN Ibc,0.411
ANT2024jykzhoh5eiu9,,2024dxh,SN II,SN Ibc,0.367
ANT2024ec5wn48qcoj6,,2024fqa,---,SN Ibc,0.324
ANT2024qab5trv2kem8,,2024fhv,---,SN Ibc,0.635
ANT2024vqphr7r6fy79,,2024ejy,SN Ia,SN Ibc,0.624
ANT2024iabykasjkq6w,,2024gdq,---,SN Ibc,0.432
ANT20242j3m6y8m2qgp,,2024fdt,---,SN Ibc,0.394
ANT2024wt7tjghihfm7,,2024gmp,---,SN Ibc,0.406
ANT2024fa0cnynzw02y,,2024frd,---,SN IIn,0.375
ANT2024t0hvnkqecvij,,2024fzs,---,SN IIn,0.372
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.449
ANT20242zblb49ybhma,,2024fuo,SN Ia,SN IIn,0.422
ANT2024im0uj6wedkgt,,2024fzz,---,SN IIn,0.356
ANT20242zizq2pnec79,,2024bcm,SN IIn,SN IIn,0.446
ANT20244oj7du3pbt3w,,2024fre,---,SN IIn,0.39
ANT2024pba95cntyymv,,2024fzn,---,SN IIn,0.571
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.87
ANT2024jw9hf1cj35ia,,2024gmu,---,SN IIn,0.362
ANT2024p8qpv867ya86,,2024frs,---,SN IIn,0.443
ANT20240lmdagoki0cv,,No TNS,---,SN IIn,0.7
ANT2024mg5m4ddvhmgo,,No TNS,---,SN IIn,0.377
ANT2024s4pzzgltc860,,No TNS,---,SN IIn,0.41
ANT2024wnfq9xayej3l,,2024fqw,---,SN IIn,0.371
ANT20242hm76jjspznc,,2024ajh,---,SN IIn,0.621
ANT2024bahv1jbs31cr,,2024fzw,---,SN IIn,0.267
ANT2024k7jjtx5rtfsl,,2024flu,SN Ia,SN IIn,0.36
ANT2024ig7spls9sx90,,2024got,---,SN IIn,0.3
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.476
ANT202499tsrvxaeanl,,2024gmx,---,SN IIn,0.303
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.731
ANT2024ntaapfbb6b8j,,2024gei,---,SN IIn,0.326
ANT2024ya7cec4im4ok,,2024fqc,---,SN IIn,0.278
ANT2024icqs1atru8b2,,2024fxn,---,SN IIn,0.391
ANT2024x79wyk7t5ozw,,2024ecr,SN II,SN IIn,0.277
ANT2024pvr7rszpzs8p,,2024fcf,---,SN IIn,0.552
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.438
ANT2023qqk24vrphhe2,,No TNS,---,SN IIn,0.621
ANT2024w067fcdajy0f,,2024ftg,---,SN IIn,0.445
ANT20249do0bcw50f5a,,2024evl,SN II,SN IIn,0.517
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.403
ANT2024kq8wqpfz45kj,,2024gpv,---,SN Ibc,0.38
ANT2024eqdz7bp7dzo8,,2024gpx,---,SN Ibc,0.257
ANT2024s94j134mdq6q,,No TNS,---,SN Ibc,0.774
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN Ibc,0.455
ANT2024tlwgnwed8ns3,,2024gpp,---,SN Ibc,0.442
ANT2024vkdqio37i7tp,,2024enx,---,SN Ibc,0.517
ANT20246nc4sndn4acv,,2018mni,---,SN Ibc,0.658
ANT2024qa8rbf970sys,,2024gpw,---,SN IIn,0.321
ANT20240l0yase37j5d,,2024fjp,SN Ia,SN IIn,0.342
ANT2024xjeuasa8jkx3,,2024fxp,---,SN IIn,0.326
ANT202462n8dbirqh9j,,2024gpt,---,SN IIn,0.353
ANT2024im0uj6wedkgt,,2024fzz,---,SN IIn,0.33
ANT2024ii39eh2cgvrq,,2024fof,---,SN IIn,0.35
ANT2024kl4gft4xw0ya,,2024flg,SN Ia,SN IIn,0.288
ANT20240m5z07zv9n83,,2024gqs,---,SN IIn,0.266
ANT2024cxr7vlkd00ua,,2024fcg,SN Ia,SN IIn,0.403
ANT202465rn5ogis9sk,,2024ejz,---,SN IIn,0.341
ANT2024f5ctcg5c4vpr,,2024fld,SN Ia,SN IIn,0.329
ANT20248w5ig0ez8fzk,,2024ezb,---,SN IIn,0.422
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.43
ANT2024e5g4iow36spd,,2024gps,---,SN IIn,0.264
ANT2024ep2oc9vnxgpp,,2024fob,---,SN IIn,0.486
ANT2024apqu9wid09f3,,2024gkj,---,SN IIn,0.315
ANT2024ued0c2p3qrp6,,2024gmc,---,SN IIn,0.353
ANT20244t3pgyt33cte,,2024fod,---,SN IIn,0.39
ANT202408i8xqi3fpnr,,No TNS,---,SN IIn,0.715
ANT2024y7wwjz3ivn71,,2024fxv,---,SN IIn,0.427
ANT202439jltrkjo66a,,2024foh,---,SN IIn,0.351
ANT2024ndeyjiosdwug,,2024cgm,---,SN IIn,0.405
ANT2024wkhm8mrvlbgx,,2024fad,---,SN IIn,0.33
ANT2024ln409zarknfh,,2024fzv,---,SN IIn,0.385
ANT2023f7sqf2fm2zyo,,2023zgo,AGN,SN IIn,0.678
ANT202328bh61ki75zd,,2023xix,SN IIn,SN IIn,0.714
ANT2024scfamuec3tx2,,2024fwj,SN Ia,SN IIn,0.312
ANT2024wmcfpommo9gj,,2024fmi,---,SN IIn,0.358
ANT2024pvr7rszpzs8p,,2024fcf,---,SN IIn,0.491
ANT20237fc56shv6yci,,No TNS,---,SN IIn,0.868
ANT2024bkhxqqhon904,,2024frq,---,SN Ibc,0.376
ANT2024c3mh4rhazmvr,,2024fpx,---,SN Ibc,0.315
ANT2024vx7vmrs6541h,,2024ecb,SN IIb,SN Ibc,0.544
ANT2024hgl54ltbfrgu,,No TNS,---,SN Ibc,0.445
ANT2024lb1v0vsh0fkk,,2024gbc,---,SN Ibc,0.331
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.707
ANT2024svemo5z6o04v,,2024fjc,---,SN Ibc,0.376
ANT2024o7tn3y27eei1,,2024gbb,---,SN Ibc,0.309
ANT20243wzfvj49829t,,2024fdl,---,SN Ibc,0.801
ANT2024zgn5gv4vu943,,2024grr,---,SN Ibc,0.306
ANT2024ldumjqx0zi6p,,2024gal,---,SN Ibc,0.323
ANT2024qab5trv2kem8,,2024fhv,---,SN Ibc,0.729
ANT2024wt7tjghihfm7,,2024gmp,---,SN Ibc,0.346
ANT2024ps3buerp6yfh,,2024ewe,---,SN Ibc,0.501
ANT20247dl49qv5twug,,2024fly,---,SN Ibc,0.264
ANT20247fcodmq0q9vb,,No TNS,---,SN Ibc,0.408
ANT2024pm745n7kuioa,,2024frb,---,SN IIn,0.347
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.734
ANT2024wnfq9xayej3l,,2024fqw,---,SN IIn,0.377
ANT20244oj7du3pbt3w,,2024fre,---,SN IIn,0.34
ANT2024pba95cntyymv,,2024fzn,---,SN IIn,0.347
ANT2024hlle8di493bq,,2024gff,---,SN IIn,0.302
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.503
ANT2024fk1zudeq7p5m,,2024gqw,---,SN IIn,0.328
ANT2024ig7spls9sx90,,2024got,---,SN IIn,0.336
ANT2024dvm5r7tfekn2,,2024goq,---,SN IIn,0.335
ANT2024al24o44l1sve,,2024grz,---,SN IIn,0.348
ANT20245p0u9ma3tioy,,2024gmn,---,SN IIn,0.506
ANT2024jykzhoh5eiu9,,2024dxh,SN II,SN IIn,0.516
ANT20241keozep0jnsq,,2024gqn,---,SN IIn,0.262
ANT20249v4h2gkdqnjj,,2024dwo,SN IIn,SN IIn,0.394
ANT2024ya7cec4im4ok,,2024fqc,---,SN IIn,0.415
ANT2024y7wwjz3ivn71,,2024fxv,---,SN IIn,0.358
ANT20244csfg7z11hwf,,No TNS,---,SN IIn,0.321
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.679
ANT20245g2e28haq56g,,2024cvd,---,SN IIn,0.5
ANT2024v7igedbywwjo,,2024fnx,---,SN IIn,0.312
ANT2023ssjbjrjmdp2t,,2023aclf,---,SN IIn,0.752
ANT2023t6ihgaj1grkd,,No TNS,---,SN IIn,0.655
ANT2024w067fcdajy0f,,2024ftg,---,SN IIn,0.497
ANT20242l80zf6klq3j,,2024gmo,---,SN IIn,0.365
ANT202417pzdreh5dpm,,No TNS,---,SN Ibc,0.404
ANT202475bpssxqwnfw,,No TNS,---,SN Ibc,0.439
ANT2024v46qcn42x5v6,,2024fpb,SN II,SN Ibc,0.542
ANT2024l5u9dnrvazxj,,2024gqf,SN Ia,SN Ibc,0.295
ANT2024m9yfj7azej98,,2024gsk,---,SN Ibc,0.373
ANT2024thp6y2f7a90g,,2024gqd,---,SN Ibc,0.344
ANT2024f5ctcg5c4vpr,,2024fld,SN Ia,SN Ibc,0.308
ANT20247it9s45f5trm,,2024foz,---,SN Ibc,0.627
ANT2024xaoyz3wmovrp,,2024gts,---,SN Ibc,0.391
ANT2024z0g9y9k5z8hr,,2024gst,---,SN Ibc,0.503
ANT20248agnotfitumw,,2024eoi,---,SN Ibc,0.385
ANT202403ziyvu3ddcv,,2024gks,---,SN Ibc,0.261
ANT2024yfnlgvodk67d,,2024gbe,---,SN Ibc,0.299
ANT20244zu7c37oinul,,2024gkt,---,SN Ibc,0.35
ANT2024hb9fvt874ajb,,No TNS,---,SN Ibc,0.349
ANT2024tlwgnwed8ns3,,2024gpp,---,SN IIn,0.356
ANT2024e14ar6vcs4mi,,2024gcg,---,SN IIn,0.308
ANT2024p8qpv867ya86,,2024frs,---,SN IIn,0.534
ANT2024e5g4iow36spd,,2024gps,---,SN IIn,0.304
ANT2024k3idwypmzhdu,,2024gpo,---,SN IIn,0.35
ANT2024733bw5p1wkm4,,2024gom,---,SN IIn,0.26
ANT2024lhmz7ns2z8tw,,2024gry,---,SN IIn,0.305
ANT20248w5ig0ez8fzk,,2024ezb,---,SN IIn,0.588
ANT2024t0hvnkqecvij,,2024fzs,SN Ia,SN IIn,0.406
ANT20237fih1ekxpupl,,No TNS,---,SN IIn,0.566
ANT20242zizq2pnec79,,2024bcm,SN IIn,SN IIn,0.451
ANT2023f5qwva2oz2s9,,No TNS,---,SN IIn,0.539
ANT2024hee5c1f6hkva,,2024gad,SN Ia,SN IIn,0.305
ANT20249xs1s7oeniw7,,2024goi,---,SN IIn,0.295
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.518
ANT2024pba95cntyymv,,2024fzn,---,SN IIn,0.322
ANT2024y36axi59utos,,2024fel,---,SN IIn,0.535
ANT202439jltrkjo66a,,2024foh,---,SN IIn,0.407
ANT2024ejmwsfoj4s7s,,2024gsu,---,SN IIn,0.315
ANT2024jw9hf1cj35ia,,2024gmu,---,SN IIn,0.314
ANT20249uhuw9s9tcim,,2024grg,---,SN IIn,0.348
ANT2024o5dx0ubbudkh,,2024gkn,---,SN IIn,0.293
ANT20244oj7du3pbt3w,,2024fre,---,SN IIn,0.362
ANT2024im0uj6wedkgt,,2024fzz,---,SN IIn,0.34
ANT2024wmcfpommo9gj,,2024fmi,---,SN IIn,0.458
ANT2024m7ozbp7j54ol,,2024dy,SN IIn,SN IIn,0.853
ANT2024ln409zarknfh,,2024fzv,---,SN IIn,0.402
ANT20240613ft86e4cg,,2024gkp,---,SN IIn,0.314
ANT2024g8bl9z301nnb,,2024fmo,---,SN IIn,0.332
ANT2024glhxupbloa4a,,2024gth,---,SN IIn,0.342
ANT2023mrdikxhv0hlf,,No TNS,---,SN IIn,0.506
ANT2023f7sqf2fm2zyo,,2023zgo,AGN,SN IIn,0.685
ANT2024z0g9y9k5z8hr,,2024gst,---,SN Ibc,0.551
ANT2024qr6d5cfyz8x8,,2024gae,---,SN Ibc,0.435
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.514
ANT20242d9zfiyknelb,,2024dcj,---,SN Ibc,0.345
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN Ibc,0.313
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.688
ANT2024vkdqio37i7tp,,2024enx,---,SN Ibc,0.49
ANT2024lhmz7ns2z8tw,,2024gry,---,SN Ibc,0.322
ANT2024icqs1atru8b2,,2024fxn,---,SN Ibc,0.521
ANT202465rn5ogis9sk,,2024ejz,---,SN Ibc,0.335
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.455
ANT20246d8wnwo13h5o,,2024esc,---,SN Ibc,0.425
ANT2024kq8wqpfz45kj,,2024gpv,---,SN Ibc,0.367
ANT2024t9cy0n1m0cui,,2024gtb,---,SN Ibc,0.668
ANT2024cjd6mk19w673,,No TNS,---,SN Ibc,0.402
ANT2024ujrb2ykndj6s,,2024glo,SN Ia,SN Ibc,0.413
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.8
ANT2024l70o09xvmqm7,,2024dgx,SN Ic,SN Ibc,0.603
ANT20247dl49qv5twug,,2024fly,---,SN Ibc,0.266
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.402
ANT2024m1inrcv14iln,,2024gus,---,SN IIn,0.364
ANT2024qa8rbf970sys,,2024gpw,SN Ia,SN IIn,0.345
ANT20240l0yase37j5d,,2024fjp,SN Ia,SN IIn,0.553
ANT2024e5g4iow36spd,,2024gps,---,SN IIn,0.393
ANT2024xjeuasa8jkx3,,2024fxp,---,SN IIn,0.332
ANT2024ez9j9ikdh88f,,2024grw,---,SN IIn,0.267
ANT2024ig7spls9sx90,,2024got,---,SN IIn,0.363
ANT2024ipc2fzdsf87g,,2024guu,---,SN IIn,0.429
ANT2024pba95cntyymv,,2024fzn,---,SN IIn,0.337
ANT202462n8dbirqh9j,,2024gpt,---,SN IIn,0.368
ANT2024eecagfzanjwg,,2024frg,---,SN IIn,0.294
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.403
ANT20242adxqu2sbl35,,2024gbh,---,SN IIn,0.367
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.424
ANT202415quxu9sd60x,,2024for,---,SN IIn,0.262
ANT2024dvm5r7tfekn2,,2024goq,---,SN IIn,0.363
ANT2024hee5c1f6hkva,,2024gad,SN Ia,SN IIn,0.261
ANT2024e7bhxt37xlj5,,2024fxo,SN Ia,SN IIn,0.329
ANT2024im0uj6wedkgt,,2024fzz,---,SN IIn,0.409
ANT2024lb1v0vsh0fkk,,2024gbc,---,SN IIn,0.285
ANT2024al24o44l1sve,,2024grz,---,SN IIn,0.303
ANT20245p0u9ma3tioy,,2024gmn,---,SN IIn,0.327
ANT2024y7wwjz3ivn71,,2024fxv,SN Ia,SN IIn,0.377
ANT2024jykzhoh5eiu9,,2024dxh,SN II,SN IIn,0.62
ANT2024qw7q1ydvmzee,,2024fot,SN Ia,SN IIn,0.442
ANT20244oj7du3pbt3w,,2024fre,---,SN IIn,0.421
ANT2024ii39eh2cgvrq,,2024fof,---,SN IIn,0.422
ANT20241keozep0jnsq,,2024gqn,---,SN IIn,0.257
ANT20242l80zf6klq3j,,2024gmo,---,SN IIn,0.375
ANT2023ssjbjrjmdp2t,,2023aclf,---,SN IIn,0.65
ANT2023c5dft9m8pee2,,No TNS,---,SN IIn,0.483
ANT2024w067fcdajy0f,,2024ftg,---,SN IIn,0.324
ANT20246vp614j74i0v,,2024diw,---,SN IIn,0.518
ANT2024wt7tjghihfm7,,2024gmp,---,SN IIn,0.261
ANT2024szulfma1z1by,,2024fzo,---,SN IIn,0.344
ANT2024ya7cec4im4ok,,2024fqc,---,SN IIn,0.418
ANT2024p4sr6kv8nmr1,,2024fis,SN Ic-BL,SN IIn,0.285
ANT20241nj2hzmdsuns,,2024gvm,---,SN Ibc,0.317
ANT20248agnotfitumw,,2024eoi,---,SN Ibc,0.452
ANT2024bkhxqqhon904,,2024frq,---,SN Ibc,0.409
ANT202475bpssxqwnfw,,No TNS,---,SN Ibc,0.519
ANT2024thp6y2f7a90g,,2024gqd,---,SN Ibc,0.328
ANT2024lhmz7ns2z8tw,,2024gry,---,SN Ibc,0.381
ANT2024zu6b0aflz03c,,No TNS,---,SN Ibc,0.335
ANT2024fk1zudeq7p5m,,2024gqw,---,SN Ibc,0.286
ANT2024kuo7blew3qqx,,No TNS,---,SN Ibc,0.242
ANT2024c3mh4rhazmvr,,2024fpx,---,SN Ibc,0.435
ANT2024ep2oc9vnxgpp,,2024fob,---,SN Ibc,0.353
ANT2024vqphr7r6fy79,,2024ejy,SN Ia,SN Ibc,0.5
ANT2024gtbkryc741z0,,2024gwq,---,SN Ibc,0.394
ANT2024yfnlgvodk67d,,2024gbe,---,SN Ibc,0.357
ANT2024klzswqwjn44l,,No TNS,---,SN Ibc,0.462
ANT20244zu7c37oinul,,2024gkt,---,SN Ibc,0.349
ANT2024v5hh66ijfw9s,,2024gws,---,SN Ibc,0.466
ANT2024m5h8jv9a3n7u,,2024gbu,---,SN Ibc,0.428
ANT2024bgek298kjpup,,2024gwr,---,SN Ibc,0.407
ANT2024mtd868tc6wlh,,No TNS,---,SN Ibc,0.862
ANT20246nc4sndn4acv,,2018mni,---,SN Ibc,0.611
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.553
ANT2024l5u9dnrvazxj,,2024gqf,SN Ia,SN IIn,0.295
ANT2024e5g4iow36spd,,2024gps,---,SN IIn,0.37
ANT2024k3idwypmzhdu,,2024gpo,---,SN IIn,0.362
ANT20237fih1ekxpupl,,No TNS,---,SN IIn,0.553
ANT20240lmdagoki0cv,,No TNS,---,SN IIn,0.831
ANT20248w5ig0ez8fzk,,2024ezb,---,SN IIn,0.566
ANT2024xaoyz3wmovrp,,2024gts,---,SN IIn,0.359
ANT20242zizq2pnec79,,2024bcm,SN IIn,SN IIn,0.48
ANT2024tlwgnwed8ns3,,2024gpp,---,SN IIn,0.326
ANT2024im0uj6wedkgt,,2024fzz,---,SN IIn,0.346
ANT20244oj7du3pbt3w,,2024fre,---,SN IIn,0.32
ANT2024hee5c1f6hkva,,2024gad,SN Ia,SN IIn,0.301
ANT2024pba95cntyymv,,2024fzn,---,SN IIn,0.331
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.788
ANT2024ejmwsfoj4s7s,,2024gsu,---,SN IIn,0.362
ANT2024jw9hf1cj35ia,,2024gmu,---,SN IIn,0.352
ANT2024wnfq9xayej3l,,2024fqw,---,SN IIn,0.378
ANT2024y7wwjz3ivn71,,2024fxv,SN Ia,SN IIn,0.355
ANT2024o5dx0ubbudkh,,2024gkn,---,SN IIn,0.311
ANT2024wmcfpommo9gj,,2024fmi,---,SN IIn,0.473
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.482
ANT2024y36axi59utos,,2024fel,---,SN IIn,0.412
ANT2024qmzcn8zon3p3,,No TNS,---,SN IIn,0.496
ANT2024ln409zarknfh,,2024fzv,---,SN IIn,0.391
ANT2023f7sqf2fm2zyo,,2023zgo,AGN,SN IIn,0.821
ANT2024qoqcg9ci02pw,,2024fxq,---,SN IIn,0.319
ANT202425rg8b8ba60b,,2024ftf,---,SN IIn,0.494
ANT2024m7ozbp7j54ol,,2024dy,SN IIn,SN IIn,0.825
ANT20237fc56shv6yci,,No TNS,---,SN IIn,0.843
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.853
ANT202417pzdreh5dpm,,No TNS,---,SN Ibc,0.607
ANT20249d5qd6t5ljuk,,2024fdo,SN Ia,SN Ibc,0.45
ANT2024bkf89x7d2eox,,No TNS,---,SN Ibc,0.366
ANT2024vkdqio37i7tp,,2024enx,---,SN Ibc,0.52
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.754
ANT2024lhmz7ns2z8tw,,2024gry,---,SN Ibc,0.306
ANT20248z9qky8on59o,,2024gzp,---,SN Ibc,0.359
ANT2024hikvherfg1cw,,No TNS,---,SN Ibc,0.307
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.784
ANT2024t9cy0n1m0cui,,2024gtb,---,SN Ibc,0.548
ANT2024scfamuec3tx2,,2024fwj,SN Ia,SN Ibc,0.396
ANT2024xaoyz3wmovrp,,2024gts,---,SN IIn,0.427
ANT2024qa8rbf970sys,,2024gpw,SN Ia,SN IIn,0.325
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.422
ANT2024ez9j9ikdh88f,,2024grw,---,SN IIn,0.294
ANT2024mwlfmoo8ejhs,,2024hae,---,SN IIn,0.307
ANT2024m1inrcv14iln,,2024gus,---,SN IIn,0.379
ANT2024im0uj6wedkgt,,2024fzz,---,SN IIn,0.371
ANT2024svw41kd82zwf,,2024gtu,---,SN IIn,0.274
ANT2024tvngdrl9eijq,,2024gvd,---,SN IIn,0.379
ANT2024pba95cntyymv,,2024fzn,---,SN IIn,0.34
ANT202462n8dbirqh9j,,2024gpt,---,SN IIn,0.373
ANT20244xxfzhx6unul,,2024gvb,---,SN IIn,0.351
ANT2024ued0c2p3qrp6,,2024gmc,---,SN IIn,0.381
ANT2024ig7spls9sx90,,2024got,---,SN IIn,0.333
ANT2024hee5c1f6hkva,,2024gad,SN Ia,SN IIn,0.294
ANT20245ojl5p0hnotj,,2024gkl,---,SN IIn,0.336
ANT2024e7bhxt37xlj5,,2024fxo,SN Ia,SN IIn,0.326
ANT2024g2pavf7o8qvu,,No TNS,---,SN IIn,0.412
ANT2024dvm5r7tfekn2,,2024goq,---,SN IIn,0.345
ANT2024al24o44l1sve,,2024grz,---,SN IIn,0.336
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.43
ANT2024nn6yk923zxr7,,2024gqt,---,SN IIn,0.266
ANT2024ii39eh2cgvrq,,2024fof,---,SN IIn,0.401
ANT20248k9hx64nmo32,,2024gxt,---,SN IIn,0.307
ANT20245p0u9ma3tioy,,2024gmn,---,SN IIn,0.339
ANT2024zu6b0aflz03c,,No TNS,---,SN IIn,0.314
ANT20242l80zf6klq3j,,2024gmo,---,SN IIn,0.381
ANT20246nc4sndn4acv,,2018mni,---,SN Ibc,0.694
ANT20244zu7c37oinul,,2024gkt,---,SN Ibc,0.346
ANT20244xxfzhx6unul,,2024gvb,---,SN IIn,0.364
ANT2024paxkli6w60eo,,2024grc,---,SN IIn,0.282
ANT20249uhuw9s9tcim,,2024grg,---,SN IIn,0.321
ANT2024mp48fkojq3f1,,2024gve,SN Ia,SN IIn,0.308
ANT2024sam9a1h2dzl8,,2024gme,---,SN IIn,0.5
ANT202465rn5ogis9sk,,2024ejz,---,SN IIn,0.345
ANT2023776fvcdoqr7o,,2023acmk,---,SN IIn,0.642
ANT2024wkhm8mrvlbgx,,2024fad,SN II,SN IIn,0.504
ANT2024jsksfzbjus11,,2024gyt,---,SN IIn,0.329
ANT20237fc56shv6yci,,No TNS,---,SN IIn,0.953
ANT2024o3zrpylj0t5s,,2024guw,---,SN IIn,0.302
ANT202328bh61ki75zd,,2023xix,SN IIn,SN IIn,0.691
ANT2024s94j134mdq6q,,No TNS,---,SN Ibc,0.794
ANT2024j28r5a5sz1jb,,2024cmq,---,SN Ibc,0.339
ANT20249j4f4wp52jyp,,No TNS,---,SN Ibc,0.346
ANT20241nj2hzmdsuns,,2024gvm,---,SN Ibc,0.371
ANT2024wnfq9xayej3l,,2024fqw,---,SN Ibc,0.428
ANT2024kq8wqpfz45kj,,2024gpv,---,SN Ibc,0.311
ANT2024pba95cntyymv,,2024fzn,---,SN Ibc,0.287
ANT2024y7wwjz3ivn71,,2024fxv,SN Ia,SN Ibc,0.261
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.934
ANT20240lmdagoki0cv,,No TNS,---,SN IIn,0.613
ANT2024k3idwypmzhdu,,2024gpo,---,SN IIn,0.33
ANT2024e5g4iow36spd,,2024gps,---,SN IIn,0.406
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.596
ANT2024jykzhoh5eiu9,,2024dxh,SN II,SN IIn,0.682
ANT2024uvc8m0v5ydjh,,2024gse,---,SN IIn,0.306
ANT2024qoip30zb9g64,,2024cxz,---,SN IIn,0.545
ANT20245qlp9wkg1d48,,No TNS,---,SN IIn,0.81
ANT2024zu6b0aflz03c,,No TNS,---,SN Ibc,0.32
ANT2024f5ctcg5c4vpr,,2024fld,SN Ia,SN Ibc,0.687
ANT2024lhmz7ns2z8tw,,2024gry,---,SN Ibc,0.349
ANT2024hikvherfg1cw,,2024hcu,---,SN Ibc,0.341
ANT2024mwlfmoo8ejhs,,2024hae,---,SN Ibc,0.597
ANT2024vkdqio37i7tp,,2024enx,---,SN Ibc,0.534
ANT20246tgczb865obw,,No TNS,---,SN Ibc,0.329
ANT20243saf5jvggkvr,,No TNS,---,SN Ibc,0.333
ANT202488vkp5ikg265,,2024fwn,---,SN Ibc,0.303
ANT2024icqs1atru8b2,,2024fxn,---,SN Ibc,0.587
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.695
ANT2024davxci9x9ddx,,2024gtm,---,SN Ibc,0.337
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.592
ANT2024hee5c1f6hkva,,2024gad,SN Ia,SN Ibc,0.541
ANT20241keozep0jnsq,,2024gqn,---,SN Ibc,0.585
ANT2024t9cy0n1m0cui,,2024gtb,---,SN Ibc,0.627
ANT2024kdmxnbkk75q6,,No TNS,---,SN Ibc,0.297
ANT2024iabykasjkq6w,,2024gdq,---,SN Ibc,0.386
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.751
ANT2024s4j70v21rges,,2024hak,---,SN Ibc,0.338
ANT2024bp1zdl3w2uh3,,No TNS,---,SN Ibc,0.36
ANT2024fsxp51vqt02q,,No TNS,---,SN Ibc,0.422
ANT2024m5h8jv9a3n7u,,2024gbu,---,SN Ibc,0.352
ANT2024mtd868tc6wlh,,No TNS,---,SN Ibc,0.86
ANT2024ujrb2ykndj6s,,2024glo,SN Ia,SN Ibc,0.847
ANT202462n8dbirqh9j,,2024gpt,---,SN IIn,0.391
ANT2024yzm8oqau8bd9,,2024gur,---,SN IIn,0.37
ANT20242esr97qslc87,,2024gzw,---,SN IIn,0.412
ANT2024ytx4r5ep6kjt,,2024gzv,---,SN IIn,0.318
ANT2024r8p0lt4s6zge,,2024hag,---,SN IIn,0.337
ANT2024jq3ntekisrba,,2024gum,---,SN IIn,0.264
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.34
ANT2024m3ceka3n9u51,,2024hcl,---,SN IIn,0.324
ANT2024dk6hg7579i8e,,2024gpq,SN Ia,SN IIn,0.319
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN IIn,0.331
ANT20244xxfzhx6unul,,2024gvb,---,SN IIn,0.375
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.551
ANT20244qknft9itvkt,,2024gtl,---,SN IIn,0.331
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.326
ANT2024z51tg6panfo9,,2024esv,---,SN IIn,0.291
ANT20248z9qky8on59o,,2024gzp,---,SN IIn,0.279
ANT2024tvngdrl9eijq,,2024gvd,---,SN IIn,0.308
ANT2024ejmwsfoj4s7s,,2024gsu,---,SN IIn,0.364
ANT2024b2za8x61v0sf,,No TNS,---,SN IIn,0.759
ANT2024dvm5r7tfekn2,,2024goq,---,SN IIn,0.552
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.358
