ANTID,Unnamed: 0,TNS_Name,Spec_Class,Superphot_Class,Superphot_Class_Prob
ANT2024f5ctcg5c4vpr,,2024fld,SN Ia,SN Ibc,0.571
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.821
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.919
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.585
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.613
ANT2024u5bpxbqo5b00,,2024hqv,SN Ia,SN IIn,0.538
ANT2024j28r5a5sz1jb,,2024cmq,---,SN IIn,0.557
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.504
ANT2024hrebb06uzx22,,2024hvz,SN Ia,SN IIn,0.683
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.832
ANT2024m1inrcv14iln,,2024gus,SN Ia,SN Ibc,0.531
ANT202471ulevz1iync,,2024ezj,SN Ia,SN Ibc,0.608
ANT2024e3rhh53wv8gb,,2024gvc,SN Ic,SN Ibc,0.751
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.728
ANT20247b3uuxhbhf8x,,2024hyr,---,SN Ibc,0.511
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.726
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.832
ANT20230qoxgvxr9iql,,2023ywa,SN II,SN IIn,0.726
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.51
ANT20244pqdyo0w37o8,,2024ibg,---,SN IIn,0.644
ANT2024ww90fa8ji3es,,2024ifo,---,SN IIn,0.525
ANT2024o916cdftswwv,,2024hpb,---,SN IIn,0.551
ANT2024q10d7tmepf3t,,2024ish,---,SN IIn,0.532
ANT20246neul3bx4c7m,,2024ihf,---,SN IIn,0.548
ANT2024oyiqr4qasi53,,2024ezq,SLSN-I,SN IIn,0.538
ANT20249byd4yjbrasx,,2024jdb,---,SN IIn,0.553
ANT2024mwnszzm333bb,,2024igf,---,SN IIn,0.545
ANT2024j28r5a5sz1jb,,2024cmq,---,SN IIn,0.796
ANT2024bkhxqqhon904,,2024frq,---,SN IIn,0.521
ANT2024e7oei74iodyh,,2024igl,---,SN IIn,0.56
ANT2024jykzhoh5eiu9,,2024dxh,SN II,SN IIn,0.611
ANT20246ty31lrnsy2i,,2024ihi,---,SN IIn,0.637
ANT20249fhp7mmbwsxy,,2024ahr,SLSN-I,SN IIn,0.764
ANT2024xgnvpcmpirk7,,2024bqy,SN II,SN IIn,0.58
ANT2024qoip30zb9g64,,2024cxz,---,SN IIn,0.661
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.696
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.606
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.907
ANT2024s1hezfosozlv,,2024jav,---,SN Ibc,0.738
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.589
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.566
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.552
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.815
ANT2024c15jerxn3ty7,,No TNS,---,SN IIn,0.662
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.615
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.591
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.506
ANT2024nn5f1vp858r8,,2024gbn,---,SN IIn,0.521
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.724
ANT2024xf8uboenkx9z,,2024jgw,---,SN Ibc,0.701
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.606
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.933
ANT202479qjjxc8h7tp,,2024gwp,SN IIb,SN Ibc,0.577
ANT2024e3rhh53wv8gb,,2024gvc,SN Ic,SN Ibc,0.872
ANT20247b3uuxhbhf8x,,2024hyr,---,SN IIn,0.539
ANT2024j28r5a5sz1jb,,2024cmq,---,SN IIn,0.786
ANT2024f1vkwyonsyju,,No TNS,---,SN IIn,0.509
ANT2024vy4yckaawht1,,2024ioy,---,SN IIn,0.534
ANT2024pmdbvt9oyt4i,,2024its,---,SN IIn,0.528
ANT2024uqkehl2piojg,,No TNS,---,SN IIn,0.538
ANT2024e78vpnqxwr1o,,No TNS,---,SN IIn,0.548
ANT2024e7oei74iodyh,,2024igl,---,SN IIn,0.629
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.733
ANT2024y5ffpunfs47j,,2024iyx,SN Ia-91bg-like,SN Ibc,0.815
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.812
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.534
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.899
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.838
ANT2024s1hezfosozlv,,2024jav,---,SN Ibc,0.573
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.559
ANT2024urh8l2k1z55x,,2024ipf,SN Ia,SN IIn,0.631
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.983
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.555
ANT2024iesr88ekrnsa,,2024jpv,---,SN IIn,0.52
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.607
ANT2024b2za8x61v0sf,,No TNS,---,SN IIn,0.525
ANT202488vkp5ikg265,,2024fwn,---,SN IIn,0.688
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.791
ANT2024nn5f1vp858r8,,2024gbn,---,SN IIn,0.858
ANT2024nl77aj07e8fm,,2023ysa,SN Ib,SN IIn,0.689
ANT2024wx1pe1k2s46i,,2024itg,SN Ic-BL,SN Ibc,0.774
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.595
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.898
ANT2024crkgcmr8enpz,,2024ius,---,SN Ibc,0.56
ANT2024ni63xaze6n8b,,No TNS,---,SN Ibc,0.758
ANT202417dq9f0hejf3,,No TNS,---,SN IIn,0.758
ANT2024j28r5a5sz1jb,,2024cmq,---,SN IIn,0.797
ANT2024e7oei74iodyh,,2024igl,---,SN IIn,0.593
ANT2024qoip30zb9g64,,2024cxz,---,SN IIn,0.693
ANT20242wgzokydggt7,,2024hxt,---,SN IIn,0.588
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.604
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.518
ANT2024n0exv7uz97gj,,No TNS,---,SN IIn,0.571
ANT2024am2kh2b07mdo,,2024ikx,SN II,SN IIn,0.504
ANT202328bh61ki75zd,,2023xix,SN IIn,SN IIn,0.539
ANT2023avfg3vt07sk4,,No TNS,---,SN IIn,0.55
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.619
ANT2024nn5f1vp858r8,,2024gbn,---,SN IIn,0.864
ANT2024nl77aj07e8fm,,2023ysa,SN Ib,SN IIn,0.711
ANT2024crkgcmr8enpz,,2024ius,---,SN Ibc,0.638
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.908
ANT20246x5as7g9sfzo,,2024jfg,---,SN Ibc,0.595
ANT2024xf8uboenkx9z,,2024jgw,---,SN Ibc,0.645
ANT2024vscgjql8254w,,No TNS,---,SN Ibc,0.663
ANT202479qjjxc8h7tp,,2024gwp,SN IIb,SN Ibc,0.5
ANT2024ij0u0j93284u,,2024eca,SN Ic,SN Ibc,0.763
ANT20248t6niipug2qc,,2024hzc,---,SN Ibc,0.571
ANT2024t2xvn6cyzzjm,,2024isd,---,SN IIn,0.779
ANT2024bkhxqqhon904,,2024frq,---,SN IIn,0.51
ANT20242wnrdzovlvdy,,No TNS,---,SN IIn,0.583
ANT2024yl2ggmp32eat,,No TNS,---,SN IIn,0.575
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.614
ANT2024v1e58qca2ap3,,2024gba,---,SN IIn,0.516
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.646
ANT20241m5fra29k06z,,No TNS,---,SN IIn,0.526
ANT2024brpavygqjr5r,,No TNS,---,SN IIn,0.61
ANT2024wx1pe1k2s46i,,2024itg,SN Ic-BL,SN Ibc,0.816
ANT2024ni63xaze6n8b,,No TNS,---,SN Ibc,0.829
ANT2024zexmmqo7hsml,,2024kbu,---,SN Ibc,0.726
ANT2024xf8uboenkx9z,,2024jgw,---,SN Ibc,0.88
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.916
ANT20246x5as7g9sfzo,,2024jfg,---,SN Ibc,0.593
ANT2024m1inrcv14iln,,2024gus,SN Ia,SN Ibc,0.56
ANT20245ltaz1k4faeb,,2024jhu,---,SN IIn,0.593
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.631
ANT2024qx6q7rvzy36l,,2024jje,---,SN IIn,0.708
ANT2024w33orbw5qx5k,,2024kcf,---,SN Ibc,0.502
ANT2024kv6fw8j67o75,,No TNS,---,SN Ibc,0.716
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.863
ANT2024qoip30zb9g64,,2024cxz,---,SN IIn,0.599
ANT20242wgzokydggt7,,2024hxt,---,SN IIn,0.701
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.893
ANT2024i8rqf9bxgtzl,,2024khk,---,SN Ibc,0.531
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.646
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.641
ANT2024clcoxco1jbaj,,2024ien,---,SN IIn,0.829
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.728
ANT2024hi9w3yn4h5s1,,2024jdf,SN Ia,SN IIn,0.547
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.523
ANT202417dq9f0hejf3,,No TNS,---,SN IIn,0.929
ANT20249xafs3kysha8,,No TNS,---,SN IIn,0.531
ANT20240lmdagoki0cv,,No TNS,---,SN IIn,0.622
ANT2024vcla3vrkcfb9,,2024jpj,---,SN IIn,0.532
ANT2024jv5v4xvczjj9,,2024jdq,---,SN IIn,0.664
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.642
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.772
ANT2024bavbhit16azt,,2024etj,SN II,SN IIn,0.871
ANT20242wtqb4iui6y5,,2024jaj,SN Ia,SN Ibc,0.632
ANT2024s1hezfosozlv,,2024jav,---,SN Ibc,0.698
ANT2024n8hnv2lw548a,,2024kbp,SN Ia,SN Ibc,0.674
ANT2024t6cle3xdfdv1,,No TNS,---,SN IIn,0.665
ANT2024pxenbwzcrspz,,No TNS,---,SN IIn,0.628
ANT20242wgzokydggt7,,2024hxt,---,SN IIn,0.552
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.72
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.547
ANT2024qoip30zb9g64,,2024cxz,---,SN IIn,0.514
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.614
ANT2024c9i5egqjyhv5,,No TNS,---,SN Ibc,0.532
ANT202479qjjxc8h7tp,,2024gwp,SN IIb,SN Ibc,0.551
ANT2024e3rhh53wv8gb,,2024gvc,SN Ic,SN Ibc,0.844
ANT2024n8hnv2lw548a,,2024kbp,SN Ia,SN Ibc,0.618
ANT2024ca1o11v66al9,,No TNS,---,SN IIn,0.877
ANT20242wgzokydggt7,,2024hxt,---,SN IIn,0.668
ANT2024wx1pe1k2s46i,,2024itg,SN Ic-BL,SN Ibc,0.806
ANT20245trrl73yh4zc,,2024jfy,SN Ia,SN Ibc,0.533
ANT2024kc2mm32dqne4,,No TNS,---,SN IIn,0.524
ANT20240lmdagoki0cv,,No TNS,---,SN IIn,0.599
ANT202408i3g3mh7pm7,,No TNS,---,SN IIn,0.564
ANT2024rrrli6m2405k,,No TNS,---,SN Ibc,0.508
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.927
ANT20246x5as7g9sfzo,,2024jfg,---,SN Ibc,0.565
ANT2024xf8uboenkx9z,,2024jgw,---,SN Ibc,0.644
ANT20248urwrmwuyppz,,2024kvo,SN Ia,SN Ibc,0.571
ANT2024i8rqf9bxgtzl,,2024khk,---,SN Ibc,0.55
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.903
ANT20248t6niipug2qc,,2024hzc,---,SN Ibc,0.641
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.575
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.649
ANT2024y9clyyx6jzr8,,No TNS,---,SN IIn,0.969
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN IIn,0.919
ANT202488vkp5ikg265,,2024fwn,---,SN IIn,0.85
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.522
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.56
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.73
ANT2024s69lo7vf2f1s,,2024kvu,SN Ia-91T-like,SN IIn,0.536
ANT2024pq2yc9n4p4zn,,2024kdv,SN Ia,SN IIn,0.58
ANT2024lhe20v308r2v,,2024jhe,SN Ia,SN IIn,0.506
ANT2024s4hmb3jwrpe8,,2024jer,SN Ia-pec,SN Ibc,0.833
ANT2024ja6xps2fevlp,,2024kkt,---,SN Ibc,0.535
ANT20242wtqb4iui6y5,,2024jaj,SN Ia,SN Ibc,0.67
ANT2024zidxk6puonid,,No TNS,---,SN Ibc,0.623
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN IIn,0.898
ANT2024a33a4lqndl3x,,No TNS,---,SN IIn,0.788
ANT20242phlzndg6viq,,2024kla,---,SN IIn,0.526
ANT2024h6ybmkx18rgu,,2024jxj,---,SN IIn,0.59
ANT2024pq2yc9n4p4zn,,2024kdv,SN Ia,SN Ibc,0.584
ANT2024crkgcmr8enpz,,2024ius,---,SN Ibc,0.594
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.598
ANT20245trrl73yh4zc,,2024jfy,SN Ia,SN Ibc,0.517
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.922
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.769
ANT2024lhe20v308r2v,,2024jhe,SN Ia,SN IIn,0.645
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.892
ANT20242wtqb4iui6y5,,2024jaj,SN Ia,SN Ibc,0.62
ANT2024x0u63avvcsxk,,2024jxq,---,SN IIn,0.59
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.509
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.8
ANT20246x5as7g9sfzo,,2024jfg,---,SN Ibc,0.877
ANT20242wtqb4iui6y5,,2024jaj,SN Ia,SN Ibc,0.613
ANT2024vio94opx09kx,,2024jyg,---,SN IIn,0.686
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.629
ANT2024x0u63avvcsxk,,2024jxq,---,SN IIn,0.521
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.728
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.719
ANT2024md93eeenx3dx,,2024kwc,---,SN Ibc,0.535
ANT20245trrl73yh4zc,,2024jfy,SN Ia,SN Ibc,0.64
ANT2024sn6oe0p89hje,,2024jlc,---,SN IIn,0.588
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.951
ANT2024x92v1jg0tmwm,,2024kym,---,SN IIn,0.503
ANT20246x5as7g9sfzo,,2024jfg,---,SN Ibc,0.87
ANT2024o357ccc7yos9,,2024kfd,---,SN Ibc,0.594
ANT202406o19an01xcp,,2024gvy,---,SN Ibc,0.6
ANT2024s4hmb3jwrpe8,,2024jer,SN Ia-pec,SN Ibc,0.896
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.871
ANT2024gp1y06jcpd2e,,2024kdm,---,SN Ibc,0.794
ANT20241gfwl2dzqbv4,,2024kww,---,SN Ibc,0.588
ANT20242wtqb4iui6y5,,2024jaj,SN Ia,SN Ibc,0.586
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.862
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.516
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN IIn,0.86
ANT2024gyuc3tt1n1q2,,2024ljc,SN,SN Ibc,0.629
ANT202488hhv1fsbiuw,,2024ixe,---,SN Ibc,0.631
ANT20249grgf2y9cik8,,No TNS,---,SN Ibc,0.734
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.705
ANT2024i8rqf9bxgtzl,,2024khk,---,SN Ibc,0.599
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.627
ANT20247b3uuxhbhf8x,,2024hyr,---,SN IIn,0.522
ANT20243rlzv3taq4ho,,2024kyo,---,SN IIn,0.52
ANT2024s69lo7vf2f1s,,2024kvu,SN Ia-91T-like,SN IIn,0.624
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.91
ANT2024j28r5a5sz1jb,,2024cmq,---,SN IIn,0.962
ANT2024l29jukjx1iv8,,2024knv,---,SN IIn,0.678
ANT2024h6ybmkx18rgu,,2024jxj,---,SN IIn,0.617
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.624
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.763
ANT202448dk5jz9tu7z,,2024kce,SN Ia-pec,SN IIn,0.547
ANT2024o357ccc7yos9,,2024kfd,---,SN Ibc,0.644
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.696
ANT2024wx1pe1k2s46i,,2024itg,SN Ic-BL,SN Ibc,0.787
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.897
ANT20246x5as7g9sfzo,,2024jfg,---,SN Ibc,0.881
ANT20241gfwl2dzqbv4,,2024kww,SN II,SN Ibc,0.761
ANT2024ja6xps2fevlp,,2024kkt,---,SN Ibc,0.546
ANT20247e05kqg4mbfd,,2024lfi,---,SN Ibc,0.532
ANT2024sa3ofuz6uf7p,,2024fvg,---,SN IIn,0.878
ANT2024i8rqf9bxgtzl,,2024khk,---,SN IIn,0.562
ANT2024gyuc3tt1n1q2,,2024ljc,SN,SN Ibc,0.579
ANT2024o357ccc7yos9,,2024kfd,---,SN Ibc,0.758
ANT2024zsac6r95dlid,,2024jrp,---,SN Ibc,0.609
ANT20247l22cxmogy11,,No TNS,---,SN Ibc,0.604
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.64
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.873
ANT20247b3uuxhbhf8x,,2024hyr,---,SN IIn,0.628
ANT20242wnrdzovlvdy,,No TNS,---,SN IIn,0.71
ANT2024q8mm7z96gqiq,,No TNS,---,SN IIn,0.598
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.831
ANT20247xouh4atrw6b,,No TNS,---,SN IIn,0.508
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.66
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.676
ANT2024n0exv7uz97gj,,No TNS,---,SN IIn,0.624
ANT202413119xm7v5zg,,2024kvr,SN Ia,SN Ibc,0.541
ANT2024iw77wnkc8xkt,,2024ind,SN Ia,SN Ibc,0.767
ANT2024s4hmb3jwrpe8,,2024jer,SN Ia-pec,SN Ibc,0.958
ANT2024p6mr4oe7arx7,,2024mww,---,SN Ibc,0.508
ANT20248urwrmwuyppz,,2024kvo,SN Ia,SN Ibc,0.51
ANT2024ja6xps2fevlp,,2024kkt,---,SN Ibc,0.559
ANT2024gp1y06jcpd2e,,2024kdm,---,SN Ibc,0.771
ANT2024110gyakc42zq,,2024kyl,---,SN Ibc,0.586
ANT20241gfwl2dzqbv4,,2024kww,SN II,SN Ibc,0.926
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.861
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.884
ANT20242phlzndg6viq,,2024kla,---,SN Ibc,0.797
ANT2024whqg9dpd0rzv,,2024kwx,SN Ia,SN IIn,0.609
ANT2024oyiqr4qasi53,,2024ezq,SLSN-I,SN IIn,0.528
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.557
ANT20242zizq2pnec79,,2024bcm,SN IIn,SN IIn,0.599
ANT2024kc2mm32dqne4,,No TNS,---,SN IIn,0.592
ANT2024x8whlgaauuir,,2024jll,---,SN IIn,0.508
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.565
ANT2024ja6xps2fevlp,,2024kkt,---,SN Ibc,0.558
ANT2024oy24i3z0u0br,,2024jgu,---,SN Ibc,0.521
ANT20242wtqb4iui6y5,,2024jaj,SN Ia,SN Ibc,0.625
ANT2024zk91kl01nco4,,2024fxm,---,SN IIn,0.749
ANT202417dq9f0hejf3,,No TNS,---,SN IIn,0.857
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.619
ANT2024bkhxqqhon904,,2024frq,---,SN IIn,0.728
ANT2024j28r5a5sz1jb,,2024cmq,---,SN IIn,0.788
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.959
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.736
ANT20242wgzokydggt7,,2024hxt,---,SN IIn,0.614
ANT2024iw77wnkc8xkt,,2024ind,SN Ia,SN Ibc,0.617
ANT2024whqg9dpd0rzv,,2024kwx,SN Ia,SN Ibc,0.538
ANT20246x5as7g9sfzo,,2024jfg,---,SN Ibc,0.892
ANT2024gp1y06jcpd2e,,2024kdm,---,SN Ibc,0.743
ANT20242uxmm5trvyn0,,2024mwo,---,SN Ibc,0.577
ANT2024sn6oe0p89hje,,2024jlc,---,SN IIn,0.52
ANT2024yc83gx0dc2rr,,No TNS,---,SN IIn,0.602
ANT20241tp3ynm0cr4s,,2024lgp,---,SN Ibc,0.729
ANT20242v6n44gts9eq,,No TNS,---,SN IIn,0.781
ANT2024sn6oe0p89hje,,2024jlc,SN Ib,SN IIn,0.52
ANT2024bavbhit16azt,,2024etj,SN II,SN IIn,0.881
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN IIn,0.852
ANT20246zczfxuukwhy,,2024mbc,---,SN Ibc,0.648
ANT202488hhv1fsbiuw,,2024ixe,---,SN Ibc,0.683
ANT2024whqg9dpd0rzv,,2024kwx,SN Ia,SN Ibc,0.611
ANT20242uxmm5trvyn0,,2024mwo,SN Ic,SN Ibc,0.577
ANT20241gfwl2dzqbv4,,2024kww,SN II,SN Ibc,0.912
ANT20246zczfxuukwhy,,2024mbc,SN Ia,SN Ibc,0.648
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.877
ANT2024amjblwfq0xf7,,No TNS,---,SN IIn,0.835
ANT20246w2ii8j5k32t,,No TNS,---,SN IIn,0.776
ANT2024110gyakc42zq,,2024kyl,---,SN Ibc,0.608
ANT2023wpcd7rf4w36r,,2023jwb,SN IIn,SN IIn,0.7680386304855347
ANT2024x8whlgaauuir,,2024jll,---,SN IIn,0.57
ANT2024wbtl0mdpa7z5,,No TNS,---,SN IIn,0.64
ANT2024oyiqr4qasi53,,2024ezq,SLSN-I,SN IIn,0.5
ANT2024kc2mm32dqne4,,No TNS,---,SN IIn,0.502
ANT202401u9ucs4fhp8,,2024jga,SN Ic-BL,SN Ibc,0.679
ANT20242ah25huii4fc,,2024lnu,---,SN IIn,0.549
ANT20242wnrdzovlvdy,,No TNS,---,SN IIn,0.619
ANT2024ejuiss1f5taj,,No TNS,---,SN Ibc,0.528
ANT2024f61peo0oiobt,,No TNS,---,SN Ibc,0.592
ANT202488hhv1fsbiuw,,2024ixe,SN IIb,SN Ibc,0.683
ANT2024s4hmb3jwrpe8,,2024jer,SN Ia-pec,SN Ibc,0.957
ANT20246x5as7g9sfzo,,2024jfg,SN IIb,SN Ibc,0.892
ANT2024f1vkwyonsyju,,No TNS,---,SN IIn,0.947
ANT2024kmvf1c5lkhin,,2024mvi,SN Ia,SN IIn,0.603
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.624
ANT20244zjd5umr9pcc,,No TNS,---,SN IIn,0.914
ANT2024sn6oe0p89hje,,2024jlc,SLSN-I,SN IIn,0.52
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.96
ANT2024j28r5a5sz1jb,,2024cmq,---,SN IIn,0.865
ANT2023jv3c7jtdg329,,2023jux,SN IIn,SN IIn,0.7948492765426636
ANT2024j805e4zmqila,,No TNS,---,SN IIn,0.569
ANT20243w2zz0j02kvy,,No TNS,---,SN IIn,0.612
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.743
ANT20240lmdagoki0cv,,No TNS,---,SN IIn,0.587
ANT2023eqauu13qy1i9,,No TNS,---,SN IIn,0.99793541431427
ANT2024jgl3vtrqnmd5,,No TNS,---,SN IIn,0.704
ANT20247b3uuxhbhf8x,,2024hyr,---,SN IIn,0.725
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.905
ANT2023j2kde9i0b7lc,,No TNS,---,SN IIn,0.766
ANT2023skjxf40j8g6b,,No TNS,---,SN IIn,0.652
ANT2023ztybsdv0fppb,,2023rpk,SN II,SN IIn,0.915
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.893
ANT202417dq9f0hejf3,,No TNS,---,SN IIn,0.807
ANT20239g01bd9r0xer,,No TNS,---,SN IIn,0.764
ANT2023isofzcbk8hjm,,No TNS,---,SN IIn,0.727
ANT2023y9t8iffpvjmw,,No TNS,---,SN IIn,0.589
ANT2023avfg3vt07sk4,,2024pjw,---,SN IIn,0.55
ANT2024ta58jo3hjygh,,No TNS,---,SN IIn,0.518
ANT2023gnpg7dcz9gb9,,No TNS,---,SN IIn,0.973
ANT202450qfxgt0i16g,,No TNS,---,SN Ibc,0.584
